experiment,ID,trial,question,choice_1,choice_2,choice_3,choice_4,mentalization,physical,movement,context,response_type,response,RT,ACC
sat_mc_2_with_sound,6205,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,movement,2,9.16512,0
sat_mc_2_with_sound,6205,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,movement,3,11.821695,0
sat_mc_2_with_sound,6205,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,movement,2,8.54473,0
sat_mc_2_with_sound,6220,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,7.385215,0
sat_mc_2_with_sound,6220,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,6.642105,1
sat_mc_2_with_sound,6220,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,11.515075,0
sat_mc_2_with_sound,6220,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,9.75787,1
sat_mc_2_with_sound,6220,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,11.91797,1
sat_mc_2_with_sound,6220,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,movement,2,6.458945,0
sat_mc_2_with_sound,6208,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,7.973775,0
sat_mc_2_with_sound,6208,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,16.48434,1
sat_mc_2_with_sound,6208,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,14.204455,1
sat_mc_2_with_sound,6208,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,7.61989,1
sat_mc_2_with_sound,6208,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,19.116795,0
sat_mc_2_with_sound,6208,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,movement,2,7.222975,0
sat_mc_2_with_sound,6217,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,6.3723,1
sat_mc_2_with_sound,6217,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,9.932565,1
sat_mc_2_with_sound,6217,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,physical,4,12.026325,0
sat_mc_2_with_sound,6217,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,13.763725,1
sat_mc_2_with_sound,6217,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,11.62005,1
sat_mc_2_with_sound,6217,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,context,3,6.21271,0
sat_mc_2_with_sound,6225,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,7.36937,1
sat_mc_2_with_sound,6225,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,physical,3,9.44999,0
sat_mc_2_with_sound,6225,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,9.71909,0
sat_mc_2_with_sound,6225,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.168535,1
sat_mc_2_with_sound,6225,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,17.0487,0
sat_mc_2_with_sound,6225,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,10.928445,1
sat_mc_2_with_sound,6254,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,4.64502,1
sat_mc_2_with_sound,6254,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,7.37915,1
sat_mc_2_with_sound,6254,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,5.647075,1
sat_mc_2_with_sound,6254,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,4.18379,1
sat_mc_2_with_sound,6254,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,12.01757,1
sat_mc_2_with_sound,6254,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,4.187725,1
sat_mc_2_with_sound,6246,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,movement,3,5.91159,0
sat_mc_2_with_sound,6246,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,13.98912,1
sat_mc_2_with_sound,6246,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,4.370385,1
sat_mc_2_with_sound,6246,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,4.111205,1
sat_mc_2_with_sound,6246,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,6.96184,1
sat_mc_2_with_sound,6246,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,4.96017,1
sat_mc_2_with_sound,6209,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,18.309,1
sat_mc_2_with_sound,6209,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,11.437,1
sat_mc_2_with_sound,6209,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,10.501,1
sat_mc_2_with_sound,6209,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,14.065,1
sat_mc_2_with_sound,6209,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,36.076,1
sat_mc_2_with_sound,6209,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,22.579,0
sat_mc_2_with_sound,6257,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,context,4,13.6859,0
sat_mc_2_with_sound,6257,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,5.424095,1
sat_mc_2_with_sound,6257,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,13.60735,1
sat_mc_2_with_sound,6257,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,3.05579,1
sat_mc_2_with_sound,6257,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,6.21148,1
sat_mc_2_with_sound,6257,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,6.358135,0
sat_mc_2_with_sound,6104,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,8.862095,0
sat_mc_2_with_sound,6104,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,9.180245,1
sat_mc_2_with_sound,6104,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,physical,4,19.32918,0
sat_mc_2_with_sound,6104,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,14.17184,0
sat_mc_2_with_sound,6104,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,25.96071,1
sat_mc_2_with_sound,6104,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,5.445595,1
sat_mc_2_with_sound,6105,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,movement,3,13.05292,0
sat_mc_2_with_sound,6105,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,physical,3,18.436035,0
sat_mc_2_with_sound,6105,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,10.755545,0
sat_mc_2_with_sound,6105,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,physical,4,131.94684,0
sat_mc_2_with_sound,6105,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,movement,3,21.146755,0
sat_mc_2_with_sound,6105,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,context,3,16.41577,0
sat_mc_2_with_sound,6131,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,3.961355,1
sat_mc_2_with_sound,6131,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,4.45909,1
sat_mc_2_with_sound,6131,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,4.736725,1
sat_mc_2_with_sound,6131,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,2.723185,1
sat_mc_2_with_sound,6131,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,15.68819,1
sat_mc_2_with_sound,6131,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,3.67896,1
sat_mc_2_with_sound,6136,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,6.406355,1
sat_mc_2_with_sound,6136,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,12.473965,1
sat_mc_2_with_sound,6136,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,13.95169,0
sat_mc_2_with_sound,6136,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,6.0936,1
sat_mc_2_with_sound,6136,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,9.56479,1
sat_mc_2_with_sound,6136,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,3.056615,1
sat_mc_2_with_sound,6122,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,movement,3,11.901275,0
sat_mc_2_with_sound,6122,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,movement,1,10.69788,0
sat_mc_2_with_sound,6122,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,movement,3,8.189435,0
sat_mc_2_with_sound,6122,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.280675,1
sat_mc_2_with_sound,6122,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,physical,2,19.120605,0
sat_mc_2_with_sound,6122,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,5.637995,0
sat_mc_2_with_sound,6101,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,movement,3,4.45182,0
sat_mc_2_with_sound,6101,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,movement,1,10.22645,0
sat_mc_2_with_sound,6101,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,9.873395,0
sat_mc_2_with_sound,6101,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,4.67263,1
sat_mc_2_with_sound,6101,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,14.277705,1
sat_mc_2_with_sound,6101,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,4.166555,0
sat_mc_2_with_sound,6103,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,context,4,10.826515,0
sat_mc_2_with_sound,6103,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,7.655635,1
sat_mc_2_with_sound,6103,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,7.24821,1
sat_mc_2_with_sound,6103,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,6.82368,1
sat_mc_2_with_sound,6103,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,16.50156,0
sat_mc_2_with_sound,6103,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,4.34649,0
sat_mc_2_with_sound,61025,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,6.077395,0
sat_mc_2_with_sound,61025,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,60.50323,1
sat_mc_2_with_sound,61025,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,physical,4,15.216505,0
sat_mc_2_with_sound,61025,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,physical,4,8.8058,0
sat_mc_2_with_sound,61025,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,physical,2,29.313695,0
sat_mc_2_with_sound,61025,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,movement,2,16.651205,0
sat_mc_2_with_sound,6127,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,7.72458,1
sat_mc_2_with_sound,6127,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,9.847035,1
sat_mc_2_with_sound,6127,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,9.876479999,1
sat_mc_2_with_sound,6127,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,7.941175,1
sat_mc_2_with_sound,6127,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,49.46453,1
sat_mc_2_with_sound,6127,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,3.726745,1
sat_mc_2_with_sound,6124,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,6.7854,1
sat_mc_2_with_sound,6124,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,26.039255,1
sat_mc_2_with_sound,6124,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,6.700235,1
sat_mc_2_with_sound,6124,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,9.33895,0
sat_mc_2_with_sound,6124,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.103615,1
sat_mc_2_with_sound,6124,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.99992,1
sat_mc_2_with_sound,6126,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,7.745305,1
sat_mc_2_with_sound,6126,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,physical,3,21.15451,0
sat_mc_2_with_sound,6126,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,movement,3,22.12621,0
sat_mc_2_with_sound,6126,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,12.596805,0
sat_mc_2_with_sound,6126,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,28.930145,0
sat_mc_2_with_sound,6126,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,6.534750001,1
sat_mc_2_with_sound,KA106,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,4.2321,1
sat_mc_2_with_sound,KA106,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,5.86187,1
sat_mc_2_with_sound,KA106,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,14.32469,1
sat_mc_2_with_sound,KA106,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,2.61344,1
sat_mc_2_with_sound,KA106,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,5.9066,1
sat_mc_2_with_sound,KA106,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,context,3,7.880675,0
sat_mc_2_with_sound,KA107,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,3.817325,1
sat_mc_2_with_sound,KA107,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,4.230025,1
sat_mc_2_with_sound,KA107,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,4.925595,1
sat_mc_2_with_sound,KA107,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,2.668805,1
sat_mc_2_with_sound,KA107,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,8.347615,1
sat_mc_2_with_sound,KA107,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,6.63232,0
sat_mc_2_with_sound,KA109,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,3.427535,1
sat_mc_2_with_sound,KA109,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,4.41931,1
sat_mc_2_with_sound,KA109,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,5.39597,1
sat_mc_2_with_sound,KA109,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,3.82116,1
sat_mc_2_with_sound,KA109,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,6.53608,1
sat_mc_2_with_sound,KA109,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,3.44414,1
sat_mc_2_with_sound,KA101,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,2.76372,1
sat_mc_2_with_sound,KA101,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,4.549225,1
